iteration	time	f_value	arclength
3.470000000000000000e+02	1.580026753899643488e+01	3.017110376358093591e-06	1.124579644514794030e-01
3.490000000000000000e+02	1.693224423444350535e+01	1.534666374988221156e-06	1.138257739195435436e-01
3.500000000000000000e+02	1.752829064845641582e+01	2.377635750345062789e-06	1.144356939733679190e-01
3.510000000000000000e+02	1.814531900217784965e+01	1.185145056127996903e-06	1.150624585609601042e-01
3.520000000000000000e+02	1.878406789881655214e+01	2.079966005269184764e-06	1.156814764252688810e-01
3.530000000000000000e+02	1.944530194178466687e+01	7.125264215989165383e-07	1.163559005467414559e-01
3.550000000000000000e+02	2.083841940512545321e+01	1.712640037876800005e-06	1.179154951339865393e-01
3.560000000000000000e+02	2.157197043286549132e+01	6.182041078263811581e-07	1.185244649898687247e-01
3.570000000000000000e+02	2.233134381785044553e+01	1.472440142648651697e-06	1.191603484850959210e-01
3.580000000000000000e+02	2.311744855496750617e+01	1.106305260177619761e-06	1.195629235317019895e-01
3.590000000000000000e+02	2.393122563741037823e+01	1.268048638170631199e-06	1.199798366208512101e-01
3.610000000000000000e+02	2.564572760063190415e+01	5.461258322524753774e-07	1.217736510746484091e-01
3.620000000000000000e+02	2.654850479658168538e+01	3.718579677087527868e-07	1.227836233608945588e-01
3.630000000000000000e+02	2.748306142488838333e+01	8.860199907602470688e-07	1.235208196571249833e-01
3.640000000000000000e+02	2.845051618053606290e+01	7.352133352914719298e-07	1.240037814764183149e-01
3.650000000000000000e+02	2.945202713864811273e+01	9.808103040014820399e-08	1.249058673551829424e-01
3.670000000000000000e+02	3.156205522977636591e+01	2.919609962552704136e-07	1.262735897338480295e-01
3.680000000000000000e+02	3.267309813573193367e+01	4.415818147749977483e-07	1.271720940528889010e-01
3.690000000000000000e+02	3.382325181346347875e+01	2.249237818252833209e-07	1.280827556014430546e-01
3.700000000000000000e+02	3.501389303470576664e+01	4.910482595830670711e-07	1.288753387182837995e-01
3.710000000000000000e+02	3.624644703611294005e+01	4.618015410197665701e-07	1.293915082608959599e-01
3.730000000000000000e+02	3.884324694702403491e+01	6.638087937823896446e-08	1.311200077572595712e-01
3.740000000000000000e+02	4.021060131132583848e+01	4.270718107695573581e-07	1.318320513949719774e-01
3.750000000000000000e+02	4.162608908631104754e+01	3.250613561206436662e-07	1.322191994021402195e-01
3.760000000000000000e+02	4.309140465734478198e+01	6.733613574188988883e-08	1.330930282052243119e-01
3.770000000000000000e+02	4.460830205530110248e+01	2.612452857598989683e-07	1.340138285278601737e-01
3.790000000000000000e+02	4.780416935472742068e+01	2.913493485242683318e-07	1.355483100444204447e-01
3.800000000000000000e+02	4.948696481433871242e+01	6.537595287263676849e-08	1.362383911737620745e-01
3.810000000000000000e+02	5.122899779647384833e+01	2.433071873820633557e-07	1.369865464191661608e-01
3.820000000000000000e+02	5.303235357183810805e+01	1.695787656582781737e-07	1.375160186926558392e-01
3.830000000000000000e+02	5.489919081653473398e+01	2.098474389364571142e-07	1.380544746704675529e-01
3.850000000000000000e+02	5.883232704032603522e+01	1.904890326976181514e-07	1.386646622238651982e-01
3.860000000000000000e+02	6.090333411268366604e+01	1.681296710343593969e-07	1.389626226328212200e-01
3.870000000000000000e+02	6.304724447664177234e+01	6.719957993303273279e-08	1.396359330546269317e-01
3.880000000000000000e+02	6.526662446333332923e+01	1.459621626659832802e-07	1.403160561900177739e-01
3.890000000000000000e+02	6.756413074350858494e+01	1.065655508619166644e-07	1.408267716177749596e-01
3.910000000000000000e+02	7.240461975807943418e+01	1.243390306220402860e-07	1.421622876229785837e-01
3.920000000000000000e+02	7.495339671683487381e+01	1.014563709495717888e-07	1.425018391826909092e-01
3.930000000000000000e+02	7.759189535367104895e+01	9.614163513028252244e-08	1.429696896322530941e-01
3.940000000000000000e+02	8.032327403813036426e+01	9.589902190987806780e-08	1.433597959496167584e-01
3.950000000000000000e+02	8.315080232022371831e+01	6.833115415443367507e-08	1.438547225871798230e-01
3.970000000000000000e+02	8.910796540002056076e+01	7.672538351374493132e-08	1.446581284152772817e-01
3.980000000000000000e+02	9.224473111762267763e+01	4.389712607805397994e-08	1.452326460519750562e-01
3.990000000000000000e+02	9.549191680860135989e+01	2.617560713800954249e-08	1.461392397781621222e-01
4.000000000000000000e+02	9.885340946089853276e+01	2.533639142243360314e-08	1.468298473380870994e-01
4.010000000000000000e+02	1.023332328916438172e+02	2.372698491458818520e-08	1.472032526162426191e-01
4.030000000000000000e+02	1.096646805723366356e+02	2.080565151453040443e-08	1.479417609981621418e-01
4.040000000000000000e+02	1.135250808059951737e+02	1.948152614423255168e-08	1.483069454389634445e-01
4.050000000000000000e+02	1.175213742906644541e+02	1.824091370900223470e-08	1.486694694551613793e-01
4.060000000000000000e+02	1.216583447209236368e+02	1.707860843501919202e-08	1.490293715301116984e-01
4.070000000000000000e+02	1.259409441862763401e+02	1.598972401079178964e-08	1.493866893181554356e-01
4.090000000000000000e+02	1.349637163304576291e+02	1.401415578619715375e-08	1.500937186468307150e-01
4.100000000000000000e+02	1.397146895639396007e+02	1.311912953355540853e-08	1.504435015597022918e-01
4.110000000000000000e+02	1.446329058704415047e+02	1.228080619483994181e-08	1.507908429733871847e-01
4.120000000000000000e+02	1.497242525164445794e+02	1.149563042100066535e-08	1.511357767355690773e-01
4.130000000000000000e+02	1.549948240111347673e+02	1.076026677350405576e-08	1.514783359948984887e-01
4.150000000000000000e+02	1.660990998256105229e+02	9.426654327989017191e-09	1.521564602184914961e-01
4.160000000000000000e+02	1.719460963283208059e+02	8.822717932988879410e-09	1.524920881537282502e-01
4.170000000000000000e+02	1.779989179567454585e+02	8.257195536315867799e-09	1.528254675631519899e-01
4.180000000000000000e+02	1.842648101372088831e+02	7.727666094601237866e-09	1.531566283744142110e-01
4.190000000000000000e+02	1.907512733484842329e+02	7.231859341558753045e-09	1.534855999216087341e-01
4.210000000000000000e+02	2.044172442267886538e+02	6.333031826752260698e-09	1.541370896854328265e-01
4.220000000000000000e+02	2.116131105098842511e+02	5.926143982334709335e-09	1.544596637402771977e-01
4.230000000000000000e+02	2.190622846377267763e+02	5.545228821636994574e-09	1.547801602362045836e-01
4.240000000000000000e+02	2.267736835164521949e+02	5.188641950264689715e-09	1.550986057635359849e-01
4.250000000000000000e+02	2.347565379438360651e+02	4.854841995428149153e-09	1.554150264053458241e-01
4.270000000000000000e+02	2.515751727802651772e+02	4.249914645304774874e-09	1.560418949049861559e-01
4.280000000000000000e+02	2.604310856476993763e+02	3.976164230153404028e-09	1.563523925061196529e-01
4.290000000000000000e+02	2.695987430797858906e+02	3.719943800803229029e-09	1.566609647320257315e-01
4.300000000000000000e+02	2.790891190636264696e+02	3.480138995403039317e-09	1.569676353140255221e-01
4.310000000000000000e+02	2.889135738910325131e+02	3.255705633515535690e-09	1.572724275473708078e-01
4.330000000000000000e+02	3.096121748378710663e+02	2.849101493014680250e-09	1.578764680321503300e-01
4.340000000000000000e+02	3.205110978625846769e+02	2.665155281311652017e-09	1.581757607877168070e-01
4.350000000000000000e+02	3.317936832001923335e+02	2.493022187133379298e-09	1.584732642225704924e-01
4.360000000000000000e+02	3.434734364759759728e+02	2.331948549132873957e-09	1.587689996046455776e-01
4.370000000000000000e+02	3.555643387382840501e+02	2.181228390776906217e-09	1.590629878249258944e-01
4.390000000000000000e+02	3.810379925349944301e+02	1.908245305298693652e-09	1.596458045121622871e-01
4.400000000000000000e+02	3.944512368697973557e+02	1.784782894395834400e-09	1.599346729547528601e-01
4.410000000000000000e+02	4.083366522928124027e+02	1.669269902836811087e-09	1.602218742032721910e-01
4.420000000000000000e+02	4.227108601024337986e+02	1.561197524781199543e-09	1.605074273917513061e-01
4.430000000000000000e+02	4.375910666976013772e+02	1.460089279412473224e-09	1.607913513267022476e-01
4.450000000000000000e+02	4.689413516478386441e+02	1.277008809330353238e-09	1.613543850688581027e-01
4.460000000000000000e+02	4.854489573238470825e+02	1.194227564063760101e-09	1.616335309173436152e-01
4.470000000000000000e+02	5.025376613487143231e+02	1.116788943601629649e-09	1.619111196087068827e-01
4.480000000000000000e+02	5.202279194625209584e+02	1.044349993775941123e-09	1.621871684192642271e-01
4.490000000000000000e+02	5.385409074853530456e+02	9.765896286496086676e-10	1.624616943394004698e-01
4.510000000000000000e+02	5.771235299196737287e+02	8.539214401970642915e-10	1.630062440777717281e-01
4.520000000000000000e+02	5.974393489976508818e+02	7.984687689462738859e-10	1.632763005027453862e-01
4.530000000000000000e+02	6.184703226021927094e+02	7.466026325503360890e-10	1.635448992624916054e-01
4.540000000000000000e+02	6.402416254995703184e+02	6.980921973201603190e-10	1.638120560085238597e-01
4.550000000000000000e+02	6.627793186545342223e+02	6.527213969125893377e-10	1.640777861416154448e-01
4.570000000000000000e+02	7.102627388617905808e+02	5.706027051630646249e-10	1.646050269501931063e-01
4.580000000000000000e+02	7.352653051278948624e+02	5.334883704306028914e-10	1.648665672207728916e-01
4.590000000000000000e+02	7.611480081176201793e+02	4.987791888861519003e-10	1.651267400785682848e-01
4.600000000000000000e+02	7.879418302766862325e+02	4.663199922560269209e-10	1.653855597478144368e-01
4.610000000000000000e+02	8.156788446903930208e+02	4.359655683633188911e-10	1.656430402319463979e-01
4.630000000000000000e+02	8.741164275275116324e+02	3.810362036833078177e-10	1.661540385817691368e-01
4.640000000000000000e+02	9.048869476572474468e+02	3.562151065145108817e-10	1.664075833906684398e-01
4.650000000000000000e+02	9.367406471887624093e+02	3.330053909166766017e-10	1.666598429093954226e-01
4.660000000000000000e+02	9.697156560467825557e+02	3.113028729177006452e-10	1.669108301033049024e-01
4.670000000000000000e+02	1.003851446400143118e+03	2.910100711853350450e-10	1.671605577425531730e-01
4.690000000000000000e+02	1.075770256648844224e+03	2.542946601033564082e-10	1.676562844849942835e-01
4.700000000000000000e+02	1.113639365722580806e+03	2.377068783313442225e-10	1.679023081871149625e-01
4.710000000000000000e+02	1.152841537700013987e+03	2.221977400663247179e-10	1.681471215397547792e-01
4.720000000000000000e+02	1.193423698868783276e+03	2.076973673675908985e-10	1.683907363936650858e-01
4.730000000000000000e+02	1.235434427408935335e+03	1.941403887529195996e-10	1.686331644263949214e-01
4.750000000000000000e+02	1.323944509730541995e+03	1.696159444462715299e-10	1.691145058925692390e-01
4.760000000000000000e+02	1.370549812988076837e+03	1.585377578104788734e-10	1.693534418449267054e-01
4.770000000000000000e+02	1.418795709394168625e+03	1.481810328034252781e-10	1.695912360202515290e-01
4.780000000000000000e+02	1.468739950871682822e+03	1.384989461489839515e-10	1.698278992788776198e-01
4.790000000000000000e+02	1.520442322318325523e+03	1.294477008719663873e-10	1.700634423269198614e-01
4.810000000000000000e+02	1.629371191490193723e+03	1.130765228047824817e-10	1.705312098619856942e-01
4.820000000000000000e+02	1.686728080650107813e+03	1.056824374382628244e-10	1.707634550159603526e-01
4.830000000000000000e+02	1.746104038731391483e+03	9.877055815071724242e-11	1.709946212987326075e-01
4.840000000000000000e+02	1.807570140706355687e+03	9.230953747180926816e-11	1.712247186875800742e-01
4.850000000000000000e+02	1.871199963518212144e+03	8.627005806113020884e-11	1.714537570220135976e-01
4.870000000000000000e+02	2.005258120824494881e+03	7.534782748088726152e-11	1.719086952119394107e-01
4.880000000000000000e+02	2.075846927337005582e+03	7.041545583213576781e-11	1.721346140800561197e-01
4.890000000000000000e+02	2.148920590812866067e+03	6.580516259137650900e-11	1.723595119237757156e-01
4.900000000000000000e+02	2.224566582827734692e+03	6.149597794512419103e-11	1.725833979305185506e-01
4.910000000000000000e+02	2.302875454119006463e+03	5.746829262365607261e-11	1.728062811642538665e-01
4.930000000000000000e+02	2.467860087458030193e+03	5.018526382171786885e-11	1.732490749644859107e-01
4.940000000000000000e+02	2.554733341531623410e+03	4.689674127652339637e-11	1.734690030612396627e-01
4.950000000000000000e+02	2.644664695337720332e+03	4.382321095037949896e-11	1.736879634496644731e-01
4.960000000000000000e+02	2.737761799661079749e+03	4.095065546474280140e-11	1.739059646085442945e-01
4.970000000000000000e+02	2.834136094793797383e+03	3.826596843445903232e-11	1.741230149057154952e-01
4.990000000000000000e+02	3.037181771274520997e+03	3.341197909583676065e-11	1.745542958430624236e-01
5.000000000000000000e+02	3.144096204967312133e+03	3.122050693705101750e-11	1.747685426813119780e-01
5.010000000000000000e+02	3.254774225100652075e+03	2.917246362011770613e-11	1.749818710576511727e-01
5.020000000000000000e+02	3.369348316900387999e+03	2.725848550038818634e-11	1.751942888132710652e-01
5.030000000000000000e+02	3.487955629318174942e+03	2.546981842073979176e-11	1.754058036893752504e-01
5.050000000000000000e+02	3.737842821253177590e+03	2.223621355119246067e-11	1.758261552780334414e-01
5.060000000000000000e+02	3.869421823947918256e+03	2.077647169747256296e-11	1.760350069881142510e-01
5.070000000000000000e+02	4.005632651675991838e+03	1.941236581231328096e-11	1.762429858169436148e-01
5.080000000000000000e+02	4.146638353272697714e+03	1.813764486003303260e-11	1.764500990304790073e-01
5.090000000000000000e+02	4.292607717194855468e+03	1.694646527017043439e-11	1.766563538043295356e-01
5.110000000000000000e+02	4.600142503334920548e+03	1.479323609263963569e-11	1.770663162925912026e-01
5.120000000000000000e+02	4.762076054794289121e+03	1.382130688258843823e-11	1.772700379197522935e-01
5.130000000000000000e+02	4.929709967724919807e+03	1.291311497505390057e-11	1.774729289355617690e-01
5.140000000000000000e+02	5.103244905427329286e+03	1.206448967273425641e-11	1.776749960856613408e-01
5.150000000000000000e+02	5.282888594922531411e+03	1.127153249736683002e-11	1.778762460338496887e-01
5.170000000000000000e+02	5.661369956667597762e+03	9.838284572483239347e-12	1.782763205783578775e-01
5.180000000000000000e+02	5.860660683540501850e+03	9.191404201914789624e-12	1.784751581047960278e-01
5.190000000000000000e+02	6.066966813773660760e+03	8.586982738821595305e-12	1.786732042920673169e-01
5.200000000000000000e+02	6.280535302582076838e+03	8.022238973967471163e-12	1.788704654140152728e-01
5.210000000000000000e+02	6.501621798462554580e+03	7.494573447127329379e-12	1.790669476701679530e-01
5.230000000000000000e+02	6.967416718726147337e+03	6.540917716079756836e-12	1.794576000186137443e-01
5.240000000000000000e+02	7.212682714930152542e+03	6.110534535962628295e-12	1.796517821487933764e-01
5.250000000000000000e+02	7.466582529279709888e+03	5.708423604438487269e-12	1.798452094911765498e-01
5.260000000000000000e+02	7.729420088193226547e+03	5.332731202881352724e-12	1.800378878908003299e-01
5.270000000000000000e+02	8.001510016862882367e+03	4.981724887929434668e-12	1.802298231250678562e-01
5.290000000000000000e+02	8.574761251066374825e+03	4.347400153066681567e-12	1.806114868751943492e-01
5.300000000000000000e+02	8.876608757158819571e+03	4.061154539845339473e-12	1.808012266169465032e-01
5.310000000000000000e+02	9.189081855529171662e+03	3.793727241972542805e-12	1.809902456471100263e-01
5.320000000000000000e+02	9.512554586740852756e+03	3.543883295170861350e-12	1.811785494201195723e-01
5.330000000000000000e+02	9.847414158279232652e+03	3.310468614565683788e-12	1.813661433287233338e-01
5.350000000000000000e+02	1.055291128420293899e+04	2.888683748272625858e-12	1.817392228208161431e-01
5.360000000000000000e+02	1.092439334182353377e+04	2.698363930676930516e-12	1.819247188896226664e-01
5.370000000000000000e+02	1.130895225713936998e+04	2.520565180377119958e-12	1.821095260664266358e-01
5.380000000000000000e+02	1.170704835980475582e+04	2.354465104618731135e-12	1.822936494491028958e-01
5.390000000000000000e+02	1.211915818393207519e+04	2.199295222750238168e-12	1.824770940791475005e-01
5.410000000000000000e+02	1.298740959795337403e+04	1.918920750468930724e-12	1.828419669703863493e-01
5.420000000000000000e+02	1.344459051331184855e+04	1.792418157321339546e-12	1.830234050400577350e-01
5.430000000000000000e+02	1.391786504516807327e+04	1.674243791272697576e-12	1.832041839756339274e-01
5.440000000000000000e+02	1.440779971868364737e+04	1.563850219196570065e-12	1.833843085488430780e-01
5.450000000000000000e+02	1.491498100175701620e+04	1.460725927668099184e-12	1.835637834797834433e-01
5.470000000000000000e+02	1.598353321869612228e+04	1.274404772803767045e-12	1.839208030415414030e-01
5.480000000000000000e+02	1.654618324466724516e+04	1.190344071446327565e-12	1.840983568610194965e-01
5.490000000000000000e+02	1.712863959552253073e+04	1.111820999416157480e-12	1.842752794169689734e-01
5.500000000000000000e+02	1.773159949064751709e+04	1.038471288478096093e-12	1.844515751822096983e-01
5.510000000000000000e+02	1.835578469284377206e+04	9.699545920580211897e-13	1.846272485821909559e-01
5.530000000000000000e+02	1.967084600099324598e+04	8.461691598591774666e-13	1.849767457553071204e-01
5.540000000000000000e+02	2.036329627853187048e+04	7.903257340409591718e-13	1.851505781484285851e-01
5.550000000000000000e+02	2.108012209064779017e+04	7.381632932029375992e-13	1.853238054175394556e-01
5.560000000000000000e+02	2.182218150138590136e+04	6.894395334040620940e-13	1.854964317610045821e-01
5.570000000000000000e+02	2.259036278023735213e+04	6.439280755367207279e-13	1.856684613336471723e-01
5.590000000000000000e+02	2.420880146463368874e+04	5.617099733530683778e-13	1.860107465716393793e-01
5.600000000000000000e+02	2.506099619444940981e+04	5.246211299327567655e-13	1.861810103342763367e-01
5.610000000000000000e+02	2.594318975996067093e+04	4.899784251751270179e-13	1.863506935218147142e-01
5.620000000000000000e+02	2.685643817584552380e+04	4.576207358217285341e-13	1.865198000801672473e-01
5.630000000000000000e+02	2.780183463045780445e+04	4.273975359104816455e-13	1.866883339151547416e-01
5.650000000000000000e+02	2.979363817521920282e+04	3.728013577305932291e-13	1.870236988410976520e-01
5.660000000000000000e+02	3.084242951964202075e+04	3.481742766560058562e-13	1.871905375480620581e-01
5.670000000000000000e+02	3.192814026537015161e+04	3.251723040333088689e-13	1.873568187647171590e-01
5.680000000000000000e+02	3.305207004383159074e+04	3.036883314914455465e-13	1.875225462043648428e-01
5.690000000000000000e+02	3.421556423589235055e+04	2.836223002278402173e-13	1.876877235433299929e-01
5.710000000000000000e+02	3.666686585094477778e+04	2.473763250741278846e-13	1.880164424425550262e-01
5.720000000000000000e+02	3.795760756249476981e+04	2.310274921417980615e-13	1.881799911749434950e-01
5.730000000000000000e+02	3.929378577720015164e+04	2.157580400125741712e-13	1.883430041518454612e-01
5.740000000000000000e+02	4.067699994427723868e+04	2.014967876780996378e-13	1.885054848718817899e-01
5.750000000000000000e+02	4.210890581652230321e+04	1.881772421236982278e-13	1.886674367995144208e-01
5.770000000000000000e+02	4.512570916731600300e+04	1.641189097504996720e-13	1.889897679672743469e-01
5.780000000000000000e+02	4.671421785857687792e+04	1.532679021106362640e-13	1.891501539694845357e-01
5.790000000000000000e+02	4.835864500317137572e+04	1.431336390028680705e-13	1.893100247043081052e-01
5.800000000000000000e+02	5.006095903441065457e+04	1.336688284055546373e-13	1.894693834719198833e-01
5.810000000000000000e+02	5.182319767811075144e+04	1.248292948713272606e-13	1.896282335408904507e-01
5.830000000000000000e+02	5.553596088989730197e+04	1.088637229692566466e-13	1.899444205015766163e-01
5.840000000000000000e+02	5.749092975751193444e+04	1.016631372011928421e-13	1.901017637760009094e-01
5.850000000000000000e+02	5.951471715661660710e+04	9.493838740242600971e-14	1.902586111179745409e-01
5.860000000000000000e+02	6.160974562720963877e+04	8.865806114231699474e-14	1.904149656439551863e-01
5.870000000000000000e+02	6.377852298719157989e+04	8.279281728614998870e-14	1.905708304411165288e-01
5.890000000000000000e+02	6.834780015375540825e+04	7.219975930289500604e-14	1.908811030534450781e-01
5.900000000000000000e+02	7.075376953520615643e+04	6.742243605209340316e-14	1.910355168998032205e-01
5.910000000000000000e+02	7.324443350304356136e+04	6.296094668717658069e-14	1.911894530804273684e-01
5.920000000000000000e+02	7.582277346385565761e+04	5.879443134303994975e-14	1.913429145414453636e-01
5.930000000000000000e+02	7.849187577527349640e+04	5.490340637690033233e-14	1.914959042018122282e-01
5.950000000000000000e+02	8.411525993255083449e+04	4.787623598758669567e-14	1.918004796625424890e-01
5.960000000000000000e+02	8.707627315397442726e+04	4.470721768537931388e-14	1.919520711679249259e-01
5.970000000000000000e+02	9.014151953480900556e+04	4.174779092924906489e-14	1.921032022833354669e-01
5.980000000000000000e+02	9.331466827566506981e+04	3.898410655284473552e-14	1.922538757967618694e-01
6.000000000000000000e+02	1.000000000000000146e+05	3.399307881861097369e-14	1.925538610436749454e-01
