iteration	time	x1	x2	radius	f_value	arclength
2.440000000000000000e+02	4.478010853966855609e-01	1.931970846132856010e-02	1.608691128875836332e-02	2.514040273828388114e-02	5.560749986702659929e-03	2.108602214457633989e-02
2.450000000000000000e+02	4.635645144759106828e-01	1.852448590744925835e-02	1.578741688774935523e-02	2.433925040182790406e-02	5.344184926543735920e-03	2.193624816939601652e-02
2.470000000000000000e+02	4.967756120682689791e-01	1.693797605902841452e-02	1.511650129910363863e-02	2.270250304486317455e-02	4.907714432809399084e-03	2.365979402684886129e-02
2.480000000000000000e+02	5.142630353562001044e-01	1.614122661574317677e-02	1.474150018759207495e-02	2.185980385185450764e-02	4.686187143510634444e-03	2.454076204551547055e-02
2.500000000000000000e+02	5.511063210737583429e-01	1.452772665237492614e-02	1.390268672262971218e-02	2.010819583636755045e-02	4.232888295873505138e-03	2.636009713412157396e-02
2.510000000000000000e+02	5.705062861266871899e-01	1.370603955983197043e-02	1.343466055669676786e-02	1.919233244525904089e-02	3.999826915902379709e-03	2.730601748734871187e-02
2.530000000000000000e+02	6.113790003960866137e-01	1.202121735354989146e-02	1.238999534527236886e-02	1.726330360380538484e-02	3.518176604930832885e-03	2.928906344286176175e-02
2.540000000000000000e+02	6.329006755942037099e-01	1.115382542772259435e-02	1.180846600950857112e-02	1.624338915281630519e-02	3.268762189044672421e-03	3.033355472193548230e-02
2.560000000000000000e+02	6.782435037163956348e-01	9.359692679903349952e-03	1.051394513508116697e-02	1.407646579812323918e-02	2.751540560835859760e-03	3.254639439590775729e-02
2.570000000000000000e+02	7.021189334952394612e-01	8.429883924317762081e-03	9.795402610696345852e-03	1.292334535958502596e-02	2.483699125555082193e-03	3.372159047680774874e-02
2.590000000000000000e+02	7.524207570679853907e-01	6.499709892536278608e-03	8.201145505835467225e-03	1.046446445333057765e-02	1.931104915505433292e-03	3.622525789600746643e-02
2.600000000000000000e+02	7.789073637971120068e-01	5.498881979149904987e-03	7.319337589259762925e-03	9.154802333538965622e-03	1.647923237240826082e-03	3.755910553100245963e-02
2.620000000000000000e+02	8.347105317848908523e-01	3.431366640385573926e-03	5.370638738395084287e-03	6.373228183511156671e-03	1.075751043756692287e-03	4.040012375491561225e-02
2.630000000000000000e+02	8.640938912687506912e-01	2.371791322274669021e-03	4.297270792665456446e-03	4.908353119113683175e-03	7.929273199916311941e-04	4.190801898686274951e-02
2.650000000000000000e+02	9.260000675521780078e-01	2.499701831708233107e-04	1.935451322868503342e-03	1.951526816538244440e-03	2.738504532170493006e-04	4.508111835157620900e-02
2.660000000000000000e+02	9.585969880783675734e-01	-7.465782335619743602e-04	6.447731773683221387e-04	9.864641448538106344e-04	1.261974036556335070e-04	4.670275234292312061e-02
2.680000000000000000e+02	1.027273638530793232e+00	-2.177776281932337910e-03	-1.787606382281795806e-03	2.817489327774223840e-03	4.171631303677519843e-04	4.951783714358871935e-02
2.690000000000000000e+02	1.063435576663644522e+00	-2.582695047035166863e-03	-2.724560563145703683e-03	3.754136913889638376e-03	5.809025642388379465e-04	5.054078866525703317e-02
2.710000000000000000e+02	1.139623165697915441e+00	-2.837856088740950498e-03	-3.886792878653149395e-03	4.812544655580135514e-03	7.749406415624349089e-04	5.174902904299839151e-02
2.720000000000000000e+02	1.179740015646162821e+00	-2.707984627100683966e-03	-4.086375991050922481e-03	4.902208632937916401e-03	7.917717859847800063e-04	5.202747938178707565e-02
2.740000000000000000e+02	1.264259989823933950e+00	-1.985406161178614182e-03	-3.683104156411073308e-03	4.184147924227646712e-03	6.586690242355220824e-04	5.289518317890899712e-02
2.750000000000000000e+02	1.308764287239017943e+00	-1.420601414179882734e-03	-3.071415097661434144e-03	3.384035915901673595e-03	5.152321578888339679e-04	5.372569738694353558e-02
2.770000000000000000e+02	1.402527932021079726e+00	-1.433372817097430303e-05	-1.027557953722975067e-03	1.027657921695068321e-03	1.321668513183922133e-04	5.619890295656657098e-02
2.780000000000000000e+02	1.451899517550984342e+00	6.344828803314768928e-04	3.431509132509786577e-04	7.213328459863087684e-04	8.868906764648755035e-05	5.766408913171144901e-02
2.800000000000000000e+02	1.555917782681132344e+00	1.077934441180410140e-03	2.290522852883427208e-03	2.531489205796492743e-03	3.688874675433957435e-04	5.966975799974327810e-02
2.810000000000000000e+02	1.610688975561721969e+00	9.686556788205621677e-04	2.580225770110316456e-03	2.756058571375561480e-03	4.067208445212224400e-04	6.004128652488414236e-02
2.830000000000000000e+02	1.726083375020431410e+00	2.807359891652995302e-04	1.670375309512921571e-03	1.693802340960422551e-03	2.329938528187792696e-04	6.123951571031335112e-02
2.840000000000000000e+02	1.786844712485396114e+00	-1.775701368862585088e-04	4.851269850239971594e-04	5.166036634716000614e-04	6.098854302983846849e-05	6.249641238134767685e-02
2.860000000000000000e+02	1.914859416535449332e+00	-3.719095092309056727e-04	-1.723646614153131681e-03	1.763313453002025941e-03	2.439223897307319939e-04	6.465194205084354162e-02
2.870000000000000000e+02	1.982266020926560346e+00	-1.906541365628483314e-04	-1.849544506865699860e-03	1.859345014424598330e-03	2.591322398233227389e-04	6.506778176456669283e-02
2.890000000000000000e+02	2.124281270625809626e+00	2.167759187338049863e-04	1.203656703683385687e-05	2.171098290932895988e-04	2.323222299910746496e-05	6.694559039167510828e-02
2.900000000000000000e+02	2.199059912853022158e+00	5.764611209650422860e-05	1.160876632633202257e-03	1.162307029331598575e-03	1.519174705825736705e-04	6.807557355527904530e-02
2.920000000000000000e+02	2.356606901668102605e+00	-2.487662422751941928e-04	7.725283833540073659e-04	8.115939541317916889e-04	1.012705197680192041e-04	6.926314494304500191e-02
2.930000000000000000e+02	2.439563837176979000e+00	-1.755342244695842270e-05	-5.309926587865980690e-04	5.312827178864959086e-04	6.293172019835509300e-05	7.040541957210763591e-02
2.950000000000000000e+02	2.614341220150029788e+00	3.485898217542853926e-04	-6.324208718663551195e-04	7.221295057002484518e-04	8.879919694811386547e-05	7.173195178629480917e-02
2.960000000000000000e+02	2.706370881883036095e+00	-1.522130644494798252e-04	5.351032450198155155e-04	5.563311062845922080e-04	6.626396059048733351e-05	7.276832013551448597e-02
2.980000000000000000e+02	2.900263090351475448e+00	-1.457589248297046355e-04	-1.193114875699644473e-06	1.457638078900867047e-04	1.495504055701022413e-05	7.432378897962345354e-02
2.990000000000000000e+02	3.002357732429782988e+00	5.401485486048845626e-04	-6.238341650318593576e-04	8.251845369497422299e-04	1.031824833647934924e-04	7.519116149225328616e-02
3.010000000000000000e+02	3.217455291766533776e+00	-5.698143221276563393e-04	4.287636100733435425e-04	7.131105068815959220e-04	8.755340577184507294e-05	7.675841399444816027e-02
3.020000000000000000e+02	3.330715687869444608e+00	-1.681999976417531783e-04	-7.134791301521853994e-06	1.683512531987868760e-04	1.753364429459216506e-05	7.759449907808742275e-02
3.040000000000000000e+02	3.569337757307374126e+00	-2.448921821203761521e-04	1.245642352652480335e-04	2.747515779224853657e-04	3.016681459262685790e-05	7.906129001392957212e-02
3.050000000000000000e+02	3.694985069098217334e+00	-3.852103004764195499e-04	-1.113535367771027835e-05	3.853712128515324273e-04	4.396018033371122669e-05	8.010046630979258953e-02
3.070000000000000000e+02	3.959704446660721633e+00	-3.357172948920671704e-04	-3.907459845146630585e-05	3.379836184399926096e-04	3.798089439303681069e-05	8.119539144603785119e-02
3.080000000000000000e+02	4.099093390223319311e+00	3.672347225151547485e-05	-5.089546441852908505e-05	6.276114811398519238e-05	5.923388336930680782e-06	8.233369719017795407e-02
3.100000000000000000e+02	4.392764252361692989e+00	-1.938442763539068362e-04	-2.392958032155850724e-04	3.079579271779861677e-04	3.424552841484009756e-05	8.454632616028909253e-02
3.110000000000000000e+02	4.547397704606495950e+00	1.501462943282569796e-04	2.812673514227878179e-04	3.188341773977463310e-04	3.559358761233615221e-05	8.528729277228207228e-02
3.130000000000000000e+02	4.873186379629851572e+00	-1.171271003902636157e-05	2.082870044064295736e-04	2.086160678880280268e-04	2.222762821275895578e-05	8.682762147875000558e-02
3.140000000000000000e+02	5.044731582154520666e+00	4.718687646336137932e-05	-3.538850181934728012e-05	5.898260227716706851e-05	5.534123097136059237e-06	8.798242118329946404e-02
3.160000000000000000e+02	5.406150689248171659e+00	-1.884038111475982459e-04	1.986735254435787162e-04	2.738013253567633440e-04	3.005094955337353751e-05	8.969543891317402484e-02
3.170000000000000000e+02	5.596457224360922744e+00	8.464767981946228425e-05	-1.182126376216251116e-05	8.546912878784256398e-05	8.310435761610794297e-06	9.039622436568302277e-02
3.190000000000000000e+02	5.997403546276515840e+00	4.320191707802472489e-06	-2.920628987949781442e-05	2.952408211811879011e-05	2.600249709972151900e-06	9.202707087796624386e-02
3.200000000000000000e+02	6.208523278997752470e+00	-1.404107496486388113e-04	-1.076782209859403027e-04	1.769456919271834578e-04	1.852557746605608917e-05	9.303633360702713573e-02
3.220000000000000000e+02	6.653319776754565318e+00	-2.576343787367556146e-05	-1.787441657153976979e-04	1.805913384090286026e-04	1.894804402400825024e-05	9.366599412615753129e-02
3.230000000000000000e+02	6.887528977809469488e+00	5.770267552617568498e-05	-1.617633559643980837e-04	1.717468546895216765e-04	1.792486802570256179e-05	9.388332263226416285e-02
3.250000000000000000e+02	7.380971400404809479e+00	-1.237009165604801974e-05	2.213553335995313787e-05	2.535746447712442373e-05	2.203589894947677336e-06	9.523162981802589522e-02
3.260000000000000000e+02	7.640795288734606672e+00	-1.297031617649768221e-04	-5.330545827170648365e-05	1.402297473911594478e-04	1.432991629992006048e-05	9.600290727053951978e-02
3.280000000000000000e+02	8.188203880404500978e+00	-1.508987276135140169e-05	-1.220457684432099443e-05	1.940762623049792745e-05	1.648030514317055106e-06	9.768908717028536304e-02
3.290000000000000000e+02	8.476443849811120756e+00	-4.544184842203205228e-06	2.535987477212022493e-05	2.576378978989172732e-05	2.242015032956818356e-06	9.898938381996949532e-02
3.310000000000000000e+02	9.083720712343382075e+00	-5.526469646388838342e-05	-5.848030609058518591e-05	8.046199646848350680e-05	7.777603646243253218e-06	1.006435064948470182e-01
3.320000000000000000e+02	9.403484535822450141e+00	-1.255588821958143229e-06	-8.983551163400105830e-05	8.984428559364565875e-05	8.778759460088006328e-06	1.011645065304714597e-01
3.340000000000000000e+02	1.007717726439659067e+01	7.833256018801958284e-05	2.530224484499106266e-05	8.231763832743008949e-05	7.974671104133238561e-06	1.020083675361132813e-01
3.350000000000000000e+02	1.043191260181853153e+01	-5.987785387431614228e-06	1.694785347687660391e-05	1.797451838908675748e-05	1.516403770270035920e-06	1.027135018347078432e-01
3.370000000000000000e+02	1.117928488048752556e+01	-3.940501894012532632e-05	-2.633224738122622968e-05	4.739348868587046172e-05	4.356757493365894744e-06	1.043568495001276075e-01
3.380000000000000000e+02	1.157281645090323963e+01	6.185027481437134352e-07	-3.714979046837154443e-05	3.715493880352073219e-05	3.340352736605325633e-06	1.052221559322719935e-01
3.400000000000000000e+02	1.240192636886994215e+01	1.011327357985766426e-05	1.927625175734429752e-05	2.176814609271001088e-05	1.866774303426421927e-06	1.074943845690663202e-01
3.410000000000000000e+02	1.283849718822888164e+01	-4.408002649384429371e-05	8.321181775155952857e-06	4.485856442011048565e-05	4.102864775836315383e-06	1.083268906112892643e-01
3.430000000000000000e+02	1.375828412131528644e+01	-2.436886212030222852e-05	4.351207634536760865e-06	2.475428142599077122e-05	2.146655872787312612e-06	1.096437770176326987e-01
3.440000000000000000e+02	1.424260125021652890e+01	1.688234563146072214e-06	-2.066144802796168216e-05	2.073030560682506321e-05	1.770314191638690937e-06	1.106306218254520385e-01
3.460000000000000000e+02	1.526298224427246097e+01	2.749969134898785287e-05	-6.341216953348988095e-06	2.822134044901195162e-05	2.475617425486355795e-06	1.119748079393918655e-01
3.470000000000000000e+02	1.580026753899643488e+01	-1.220712413812618385e-05	3.156466432128434134e-05	3.384290048797507867e-05	3.017110376358093591e-06	1.124579644514794030e-01
3.490000000000000000e+02	1.693224423444350535e+01	-1.225989453471293239e-05	-1.341595997512760820e-05	1.817396478637806715e-05	1.534666374988221156e-06	1.138257739195435436e-01
3.500000000000000000e+02	1.752829064845641582e+01	2.570340035411707399e-05	8.877035233370908208e-06	2.719313413894276007e-05	2.377635750345062789e-06	1.144356939733679190e-01
3.520000000000000000e+02	1.878406789881655214e+01	2.377561519599559491e-05	3.595674288924508563e-06	2.404597162811453816e-05	2.079966005269184764e-06	1.156814764252688810e-01
3.530000000000000000e+02	1.944530194178466687e+01	-7.145016198544191442e-06	-5.382640551890113218e-06	8.945617686236696103e-06	7.125264215989165383e-07	1.163559005467414559e-01
3.550000000000000000e+02	2.083841940512545321e+01	-1.286504561185775726e-06	-2.006627932648140971e-05	2.010747771338630729e-05	1.712640037876800005e-06	1.179154951339865393e-01
3.560000000000000000e+02	2.157197043286549132e+01	7.209228565138931732e-06	-3.088958583958028769e-06	7.843127031855542066e-06	6.182041078263811581e-07	1.185244649898687247e-01
3.580000000000000000e+02	2.311744855496750617e+01	6.148575149641775949e-06	-1.194777106250930189e-05	1.343704616844517090e-05	1.106305260177619761e-06	1.195629235317019895e-01
3.590000000000000000e+02	2.393122563741037823e+01	1.038410164951670087e-05	1.115607180572232250e-05	1.524098111021491909e-05	1.268048638170631199e-06	1.199798366208512101e-01
3.610000000000000000e+02	2.564572760063190415e+01	-4.507704732221452387e-06	5.344611189825168774e-06	6.991728736392458701e-06	5.461258322524753774e-07	1.217736510746484091e-01
3.620000000000000000e+02	2.654850479658168538e+01	4.090669744441129683e-06	-2.686471594331990017e-06	4.893946115890398865e-06	3.718579677087527868e-07	1.227836233608945588e-01
3.640000000000000000e+02	2.845051618053606290e+01	-9.166001267086596027e-06	-8.889527499776827985e-07	9.209007341723970597e-06	7.352133352914719298e-07	1.240037814764183149e-01
3.650000000000000000e+02	2.945202713864811273e+01	-1.409682157886454493e-06	9.914549262215561606e-08	1.413164397715531292e-06	9.808103040014820399e-08	1.249058673551829424e-01
3.670000000000000000e+02	3.156205522977636591e+01	3.058190203755892452e-07	-3.896402124194859246e-06	3.908385189135494869e-06	2.919609962552704136e-07	1.262735897338480295e-01
3.680000000000000000e+02	3.267309813573193367e+01	8.661201271790954951e-07	5.675058776459087255e-06	5.740771393373023190e-06	4.415818147749977483e-07	1.271720940528889010e-01
3.700000000000000000e+02	3.501389303470576664e+01	-5.577731020586289371e-06	3.004044376180459936e-06	6.335247899811973548e-06	4.910482595830670711e-07	1.288753387182837995e-01
3.710000000000000000e+02	3.624644703611294005e+01	1.950509055211437344e-06	5.657566286539168384e-06	5.984358099332493022e-06	4.618015410197665701e-07	1.293915082608959599e-01
3.730000000000000000e+02	3.884324694702403491e+01	-8.869822499414972622e-07	4.185158925716216061e-07	9.807614715343897955e-07	6.638087937823896446e-08	1.311200077572595712e-01
3.740000000000000000e+02	4.021060131132583848e+01	-1.142780429332586998e-06	-5.446852178676029971e-06	5.565442099780877599e-06	4.270718107695573581e-07	1.318320513949719774e-01
3.760000000000000000e+02	4.309140465734478198e+01	5.883423200151292107e-07	-8.011439435959302372e-07	9.939709773837582259e-07	6.733613574188988883e-08	1.330930282052243119e-01
3.770000000000000000e+02	4.460830205530110248e+01	-3.017613236626060970e-06	-1.820714054577377618e-06	3.524342394603056245e-06	2.612452857598989683e-07	1.340138285278601737e-01
3.790000000000000000e+02	4.780416935472742068e+01	-2.294227901110215378e-06	3.154759936269110619e-06	3.900768118937765168e-06	2.913493485242683318e-07	1.355483100444204447e-01
3.800000000000000000e+02	4.948696481433871242e+01	-9.438723849271204018e-07	2.095380598232991988e-07	9.668512178936957536e-07	6.537595287263676849e-08	1.362383911737620745e-01
3.820000000000000000e+02	5.303235357183810805e+01	-1.814293111075292796e-06	-1.503449539959119866e-06	2.356272482566172617e-06	1.695787656582781737e-07	1.375160186926558392e-01
3.830000000000000000e+02	5.489919081653473398e+01	-2.869814728505984546e-06	1.541149192809493387e-07	2.873949892446778812e-06	2.098474389364571142e-07	1.380544746704675529e-01
3.850000000000000000e+02	5.883232704032603522e+01	-2.210156411011009301e-06	-1.418277486708094878e-06	2.626081185042856881e-06	1.904890326976181514e-07	1.386646622238651982e-01
3.860000000000000000e+02	6.090333411268366604e+01	-1.273949610708639368e-06	1.959822904489000943e-06	2.337488701060263484e-06	1.681296710343593969e-07	1.389626226328212200e-01
3.880000000000000000e+02	6.526662446333332923e+01	1.064105726300006283e-06	-1.750586950245260410e-06	2.048627752207185575e-06	1.459621626659832802e-07	1.403160561900177739e-01
3.890000000000000000e+02	6.756413074350858494e+01	9.782576729873318834e-07	1.172642731709854589e-06	1.527114616193080561e-06	1.065655508619166644e-07	1.408267716177749596e-01
3.910000000000000000e+02	7.240461975807943418e+01	1.614185799789656826e-06	-7.109748930496574466e-07	1.763825698528498582e-06	1.243390306220402860e-07	1.421622876229785837e-01
3.920000000000000000e+02	7.495339671683487381e+01	1.455664644755850656e-06	9.210236267029187574e-08	1.458575470519652867e-06	1.014563709495717888e-07	1.425018391826909092e-01
3.940000000000000000e+02	8.032327403813036426e+01	9.713874938673091987e-07	9.854805983999220064e-07	1.383750581956329396e-06	9.589902190987806780e-08	1.433597959496167584e-01
3.950000000000000000e+02	8.315080232022371831e+01	1.483743700343322251e-07	-9.967337959722900695e-07	1.007716832109306183e-06	6.833115415443367507e-08	1.438547225871798230e-01
3.970000000000000000e+02	8.910796540002056076e+01	5.344717842657388595e-07	-9.878388919349306519e-07	1.123158833200110642e-06	7.672538351374493132e-08	1.446581284152772817e-01
3.980000000000000000e+02	9.224473111762267763e+01	5.075486835419984917e-07	-4.306691885427471047e-07	6.656437606747951015e-07	4.389712607805397994e-08	1.452326460519750562e-01
4.000000000000000000e+02	9.885340946089853276e+01	1.457003219508478604e-07	3.696332938110028021e-07	3.973126674423455283e-07	2.533639142243360314e-08	1.468298473380870994e-01
4.010000000000000000e+02	1.023332328916438172e+02	-3.663654782471651393e-07	7.287596897117999871e-08	3.735432645688614279e-07	2.372698491458818520e-08	1.472032526162426191e-01
4.030000000000000000e+02	1.096646805723366356e+02	-1.473585004133574539e-07	2.954175438354634982e-07	3.301303573588037687e-07	2.080565151453040443e-08	1.479417609981621418e-01
4.040000000000000000e+02	1.135250808059951737e+02	2.778501841858537944e-07	-1.382146985569760305e-07	3.103289025361779313e-07	1.948152614423255168e-08	1.483069454389634445e-01
4.060000000000000000e+02	1.216583447209236368e+02	-5.563367801727401638e-08	2.684703653048258976e-07	2.741741110619972096e-07	1.707860843501919202e-08	1.490293715301116984e-01
4.070000000000000000e+02	1.259409441862763401e+02	-1.060538284460571546e-08	2.574698892782356685e-07	2.576882186484814573e-07	1.598972401079178964e-08	1.493866893181554356e-01
4.090000000000000000e+02	1.349637163304576291e+02	1.588009894054116011e-07	1.630402967510455834e-07	2.275958975922163916e-07	1.401415578619715375e-08	1.500937186468307150e-01
4.100000000000000000e+02	1.397146895639396007e+02	-2.115650096481324407e-07	3.137180119748150711e-08	2.138783374205734670e-07	1.311912953355540853e-08	1.504435015597022918e-01
4.120000000000000000e+02	1.497242525164445794e+02	1.851031265282009781e-07	-3.741210567289389356e-08	1.888460566212462967e-07	1.149563042100066535e-08	1.511357767355690773e-01
4.130000000000000000e+02	1.549948240111347673e+02	9.549254753956405518e-08	-1.495510197275676351e-07	1.774382544355957709e-07	1.076026677350405576e-08	1.514783359948984887e-01
4.150000000000000000e+02	1.660990998256105229e+02	-1.460530217473040170e-07	-5.657151266660749336e-08	1.566263745571179175e-07	9.426654327989017191e-09	1.521564602184914961e-01
4.160000000000000000e+02	1.719460963283208059e+02	-1.437638740870565729e-07	3.135959039468299488e-08	1.471444032311162914e-07	8.822717932988879410e-09	1.524920881537282502e-01
4.180000000000000000e+02	1.842648101372088831e+02	1.298471051430516043e-07	9.063615584504580494e-10	1.298502684067512108e-07	7.727666094601237866e-09	1.531566283744142110e-01
4.190000000000000000e+02	1.907512733484842329e+02	1.047797993459662676e-07	6.243877400902166344e-08	1.219729759033968671e-07	7.231859341558753045e-09	1.534855999216087341e-01
4.210000000000000000e+02	2.044172442267886538e+02	-8.926308778409666013e-08	-6.009834668052393608e-08	1.076090614887230987e-07	6.333031826752260698e-09	1.541370896854328265e-01
4.220000000000000000e+02	2.116131105098842511e+02	9.558467482245301785e-08	-3.283772170086796220e-08	1.010680267315917174e-07	5.926143982334709335e-09	1.544596637402771977e-01
4.240000000000000000e+02	2.267736835164521949e+02	5.201136101577290583e-08	-7.239734727157908950e-08	8.914346620293985874e-08	5.188641950264689715e-09	1.550986057635359849e-01
4.250000000000000000e+02	2.347565379438360651e+02	6.505657081099642026e-08	-5.268550626748603734e-08	8.371451472921229495e-08	4.854841995428149153e-09	1.554150264053458241e-01
4.270000000000000000e+02	2.515751727802651772e+02	-2.113972690076976766e-08	-7.072786946446614684e-08	7.381950672025444558e-08	4.249914645304774874e-09	1.560418949049861559e-01
4.280000000000000000e+02	2.604310856476993763e+02	-4.315434891513118237e-08	-5.424341651081219705e-08	6.931555427935591975e-08	3.976164230153404028e-09	1.563523925061196529e-01
4.300000000000000000e+02	2.790891190636264696e+02	6.066864568492306505e-08	-7.316411093341107051e-09	6.110821909145690744e-08	3.480138995403039317e-09	1.569676353140255221e-01
4.310000000000000000e+02	2.889135738910325131e+02	-3.602636494662760201e-08	4.465187671348868914e-08	5.737324346160143240e-08	3.255705633515535690e-09	1.572724275473708078e-01
4.330000000000000000e+02	3.096121748378710663e+02	3.348933465661139451e-08	3.788988766208106406e-08	5.056855863862085366e-08	2.849101493014680250e-09	1.578764680321503300e-01
4.340000000000000000e+02	3.205110978625846769e+02	-4.714561244801443283e-08	5.561668447692121225e-09	4.747252815071499371e-08	2.665155281311652017e-09	1.581757607877168070e-01
4.360000000000000000e+02	3.434734364759759728e+02	-2.382702791550658535e-08	3.438422259953101526e-08	4.183302550689382378e-08	2.331948549132873957e-09	1.587689996046455776e-01
4.370000000000000000e+02	3.555643387382840501e+02	3.864514111090646565e-08	-6.964224092004692055e-09	3.926763742174377071e-08	2.181228390776906217e-09	1.590629878249258944e-01
4.390000000000000000e+02	3.810379925349944301e+02	3.367067010294125567e-08	7.946119648249587958e-09	3.459558993058797523e-08	1.908245305298693652e-09	1.596458045121622871e-01
4.400000000000000000e+02	3.944512368697973557e+02	3.199514596738177683e-08	-5.536836186836264388e-09	3.247069325459384254e-08	1.784782894395834400e-09	1.599346729547528601e-01
4.420000000000000000e+02	4.227108601024337986e+02	2.125245025012529412e-08	-1.914112328026597900e-08	2.860156013339815906e-08	1.561197524781199543e-09	1.605074273917513061e-01
4.430000000000000000e+02	4.375910666976013772e+02	2.665945226597889614e-08	3.126490790425157216e-09	2.684215601967585060e-08	1.460089279412473224e-09	1.607913513267022476e-01
4.450000000000000000e+02	4.689413516478386441e+02	-2.194700326097133301e-08	8.782685768837038209e-09	2.363908884562217984e-08	1.277008809330353238e-09	1.613543850688581027e-01
4.460000000000000000e+02	4.854489573238470825e+02	1.628131153817535179e-08	-1.506639629637766325e-08	2.218281773721779454e-08	1.194227564063760101e-09	1.616335309173436152e-01
4.480000000000000000e+02	5.202279194625209584e+02	-1.941186233426057639e-08	2.163555856846407504e-09	1.953206013788558022e-08	1.044349993775941123e-09	1.621871684192642271e-01
4.490000000000000000e+02	5.385409074853530456e+02	6.638740794859538213e-09	1.708243725953230194e-08	1.832709857198322814e-08	9.765896286496086676e-10	1.624616943394004698e-01
4.510000000000000000e+02	5.771235299196737287e+02	1.671013421159417020e-09	1.604737075061762227e-08	1.613413753075982933e-08	8.539214401970642915e-10	1.630062440777717281e-01
4.520000000000000000e+02	5.974393489976508818e+02	1.508758665043280465e-08	-1.227517070631240233e-09	1.513743931756653810e-08	7.984687689462738859e-10	1.632763005027453862e-01
4.540000000000000000e+02	6.402416254995703184e+02	-9.075605858505217235e-09	-9.754829769186354874e-09	1.332378795706155499e-08	6.980921973201603190e-10	1.638120560085238597e-01
4.550000000000000000e+02	6.627793186545342223e+02	-9.371216951452140885e-09	8.271677956000282433e-09	1.249961452841506418e-08	6.527213969125893377e-10	1.640777861416154448e-01
4.570000000000000000e+02	7.102627388617905808e+02	7.305694416671953029e-09	-8.223720333445645070e-09	1.100012486440581706e-08	5.706027051630646249e-10	1.646050269501931063e-01
4.580000000000000000e+02	7.352653051278948624e+02	-8.703144288266833359e-09	-5.543761195400173376e-09	1.031881818300992982e-08	5.334883704306028914e-10	1.648665672207728916e-01
4.600000000000000000e+02	7.879418302766862325e+02	-8.504224508597697101e-09	3.180308739818059063e-09	9.079438208016886094e-09	4.663199922560269209e-10	1.653855597478144368e-01
4.610000000000000000e+02	8.156788446903930208e+02	-8.338172746093407545e-09	-1.733174000838273059e-09	8.516396941246726716e-09	4.359655683633188911e-10	1.656430402319463979e-01
4.630000000000000000e+02	8.741164275275116324e+02	6.690942711794753556e-09	3.371326615085199702e-09	7.492299881752008398e-09	3.810362036833078177e-10	1.661540385817691368e-01
4.640000000000000000e+02	9.048869476572474468e+02	-6.662810296243594750e-09	2.233261136967826684e-09	7.027125753081446512e-09	3.562151065145108817e-10	1.664075833906684398e-01
4.660000000000000000e+02	9.697156560467825557e+02	1.035331507361030065e-09	-6.093825864962461223e-09	6.181150783035465467e-09	3.113028729177006452e-10	1.669108301033049024e-01
4.670000000000000000e+02	1.003851446400143118e+03	2.249717960123371893e-09	-5.342588406786048050e-09	5.796937276219775422e-09	2.910100711853350450e-10	1.671605577425531730e-01
4.690000000000000000e+02	1.075770256648844224e+03	-3.429149164139305539e-09	-3.772731585271583235e-09	5.098290655153266953e-09	2.542946601033564082e-10	1.676562844849942835e-01
4.700000000000000000e+02	1.113639365722580806e+03	3.834598498751065130e-09	2.855540034862668265e-09	4.781030698220563894e-09	2.377068783313442225e-10	1.679023081871149625e-01
4.720000000000000000e+02	1.193423698868783276e+03	-2.511176310842530406e-11	-4.204129493154023174e-09	4.204204490251861569e-09	2.076973673675908985e-10	1.683907363936650858e-01
4.730000000000000000e+02	1.235434427408935335e+03	3.788350454125089115e-09	-1.090921844146714024e-09	3.942297506950260558e-09	1.941403887529195996e-10	1.686331644263949214e-01
4.750000000000000000e+02	1.323944509730541995e+03	3.055537825516174875e-09	1.636466531302882759e-09	3.466169948406252315e-09	1.696159444462715299e-10	1.691145058925692390e-01
4.760000000000000000e+02	1.370549812988076837e+03	-3.129754090160588113e-09	8.759088275922983908e-10	3.250011836767836379e-09	1.585377578104788734e-10	1.693534418449267054e-01
4.780000000000000000e+02	1.468739950871682822e+03	2.164337114331136033e-09	-1.865116874734202574e-09	2.857099245894252796e-09	1.384989461489839515e-10	1.698278992788776198e-01
4.790000000000000000e+02	1.520442322318325523e+03	-1.606668654164199029e-09	2.143425282757895824e-09	2.678741515532912374e-09	1.294477008719663873e-10	1.700634423269198614e-01
4.810000000000000000e+02	1.629371191490193723e+03	1.149881699448679249e-09	-2.054702598798886135e-09	2.354576542021490289e-09	1.130765228047824817e-10	1.705312098619856942e-01
4.820000000000000000e+02	1.686728080650107813e+03	9.247694566958454748e-11	2.205505159540645632e-09	2.207443089694677598e-09	1.056824374382628244e-10	1.707634550159603526e-01
4.840000000000000000e+02	1.807570140706355687e+03	5.055184765574021717e-10	-1.873039505004160040e-09	1.940058225272413190e-09	9.230953747180926816e-11	1.712247186875800742e-01
4.850000000000000000e+02	1.871199963518212144e+03	1.778775707871896981e-09	-3.790296445757508550e-10	1.818710117193608140e-09	8.627005806113020884e-11	1.714537570220135976e-01
4.870000000000000000e+02	2.005258120824494881e+03	1.000777161822496330e-09	-1.246080497378645259e-09	1.598208851675181620e-09	7.534782748088726152e-11	1.719086952119394107e-01
4.880000000000000000e+02	2.075846927337005582e+03	-8.473914939865231635e-10	-1.235466827490885149e-09	1.498149066652282224e-09	7.041545583213576781e-11	1.721346140800561197e-01
